batchId,kanda,sargaRange,source,edition,recordCount,recordTypes,risk,confidence,sourceVerification,duplicateResult,variantResult,recommendedDecision
"APPROVAL-500","Sundara Kanda","41-41","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-501","Sundara Kanda","42-42","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-502","Sundara Kanda","43-43","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-503","Sundara Kanda","44-44","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-504","Sundara Kanda","45-45","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-505","Sundara Kanda","46-46","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-506","Sundara Kanda","47-47","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-507","Sundara Kanda","48-48","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-508","Sundara Kanda","49-49","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-509","Sundara Kanda","50-50","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-510","Sundara Kanda","51-51","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-511","Sundara Kanda","52-52","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-512","Sundara Kanda","53-53","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-513","Sundara Kanda","54-54","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-514","Sundara Kanda","55-55","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-515","Sundara Kanda","56-56","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-516","Sundara Kanda","57-57","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-517","Sundara Kanda","58-58","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-518","Sundara Kanda","59-59","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-519","Sundara Kanda","60-60","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-520","Sundara Kanda","61-61","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-521","Sundara Kanda","62-62","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-522","Sundara Kanda","63-63","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-523","Sundara Kanda","64-64","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-524","Sundara Kanda","65-65","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-525","Sundara Kanda","66-66","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-526","Sundara Kanda","67-67","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-527","Sundara Kanda","68-68","VALMIKI_RAMAYANA_SUNDARA_KANDA","Sanskrit Documents IAST presentation",1,"SOURCE_NOTE","MEDIUM",0.97,"PASS","PASS","PASS","APPROVE_BATCH"
